StatisticsDate,negativeTests,confirmedCases,testsPerDay,cumulativeNegative,cumulativePositive,testsPerformed,lastFeature,County,positiveTestsPerc,positiveTestsPercCum
2020-04-19,147.0,0.0,147.0,3785.0,95.0,3880.0,,Ida-Viru maakond,0.0,0.0245
2020-04-20,56.0,0.0,56.0,3841.0,95.0,3936.0,,Ida-Viru maakond,0.0,0.0241
2020-04-21,141.0,0.0,141.0,3982.0,95.0,4077.0,,Ida-Viru maakond,0.0,0.0233
2020-04-22,130.0,2.0,132.0,4112.0,97.0,4209.0,,Ida-Viru maakond,0.0152,0.023
2020-04-23,77.0,3.0,80.0,4189.0,100.0,4289.0,,Ida-Viru maakond,0.0375,0.0233
2020-04-24,153.0,15.0,168.0,4342.0,115.0,4457.0,,Ida-Viru maakond,0.0893,0.0258
2020-04-25,31.0,0.0,31.0,4373.0,115.0,4488.0,,Ida-Viru maakond,0.0,0.0256
2020-04-26,38.0,0.0,38.0,4411.0,115.0,4526.0,,Ida-Viru maakond,0.0,0.0254
2020-04-27,132.0,6.0,138.0,4543.0,121.0,4664.0,,Ida-Viru maakond,0.0435,0.0259
2020-04-28,159.0,1.0,160.0,4702.0,122.0,4824.0,1.0,Ida-Viru maakond,0.0062,0.0253
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Rapla maakond,,
2020-03-03,1.0,0.0,1.0,1.0,0.0,1.0,,Rapla maakond,0.0,0.0
2020-03-04,0.0,0.0,0.0,1.0,0.0,1.0,,Rapla maakond,,0.0
2020-03-05,0.0,0.0,0.0,1.0,0.0,1.0,,Rapla maakond,,0.0
2020-03-06,2.0,0.0,2.0,3.0,0.0,3.0,,Rapla maakond,0.0,0.0
2020-03-07,0.0,0.0,0.0,3.0,0.0,3.0,,Rapla maakond,,0.0
2020-03-08,0.0,0.0,0.0,3.0,0.0,3.0,,Rapla maakond,,0.0
2020-03-09,0.0,0.0,0.0,3.0,0.0,3.0,,Rapla maakond,,0.0
2020-03-10,0.0,0.0,0.0,3.0,0.0,3.0,,Rapla maakond,,0.0
2020-03-11,0.0,0.0,0.0,3.0,0.0,3.0,,Rapla maakond,,0.0
2020-03-12,2.0,0.0,2.0,5.0,0.0,5.0,,Rapla maakond,0.0,0.0
2020-03-13,0.0,0.0,0.0,5.0,0.0,5.0,,Rapla maakond,,0.0
2020-03-14,0.0,0.0,0.0,5.0,0.0,5.0,,Rapla maakond,,0.0
2020-03-15,7.0,1.0,8.0,12.0,1.0,13.0,,Rapla maakond,0.125,0.0769
2020-03-16,8.0,0.0,8.0,20.0,1.0,21.0,,Rapla maakond,0.0,0.0476
2020-03-17,10.0,0.0,10.0,30.0,1.0,31.0,,Rapla maakond,0.0,0.0323
2020-03-18,22.0,0.0,22.0,52.0,1.0,53.0,,Rapla maakond,0.0,0.0189
2020-03-19,11.0,0.0,11.0,63.0,1.0,64.0,,Rapla maakond,0.0,0.0156
2020-03-20,15.0,0.0,15.0,78.0,1.0,79.0,,Rapla maakond,0.0,0.0127
2020-03-21,4.0,2.0,6.0,82.0,3.0,85.0,,Rapla maakond,0.3333,0.0353
2020-03-22,0.0,0.0,0.0,82.0,3.0,85.0,,Rapla maakond,,0.0353
2020-03-23,9.0,0.0,9.0,91.0,3.0,94.0,,Rapla maakond,0.0,0.0319
2020-03-24,25.0,1.0,26.0,116.0,4.0,120.0,,Rapla maakond,0.0385,0.0333
2020-03-25,20.0,2.0,22.0,136.0,6.0,142.0,,Rapla maakond,0.0909,0.0423
2020-03-26,52.0,2.0,54.0,188.0,8.0,196.0,,Rapla maakond,0.037,0.0408
2020-03-27,35.0,0.0,35.0,223.0,8.0,231.0,,Rapla maakond,0.0,0.0346
2020-03-28,8.0,0.0,8.0,231.0,8.0,239.0,,Rapla maakond,0.0,0.0335
2020-03-29,7.0,2.0,9.0,238.0,10.0,248.0,,Rapla maakond,0.2222,0.0403
2020-03-30,98.0,2.0,100.0,336.0,12.0,348.0,,Rapla maakond,0.02,0.0345
2020-03-31,88.0,0.0,88.0,424.0,12.0,436.0,,Rapla maakond,0.0,0.0275
2020-04-01,53.0,2.0,55.0,477.0,14.0,491.0,,Rapla maakond,0.0364,0.0285
2020-04-02,51.0,1.0,52.0,528.0,15.0,543.0,,Rapla maakond,0.0192,0.0276
2020-04-03,49.0,1.0,50.0,577.0,16.0,593.0,,Rapla maakond,0.02,0.027
2020-04-04,23.0,0.0,23.0,600.0,16.0,616.0,,Rapla maakond,0.0,0.026
2020-04-05,17.0,0.0,17.0,617.0,16.0,633.0,,Rapla maakond,0.0,0.0253
2020-04-06,29.0,2.0,31.0,646.0,18.0,664.0,,Rapla maakond,0.0645,0.0271
2020-04-07,28.0,0.0,28.0,674.0,18.0,692.0,,Rapla maakond,0.0,0.026
2020-04-08,40.0,0.0,40.0,714.0,18.0,732.0,,Rapla maakond,0.0,0.0246
2020-04-09,23.0,0.0,23.0,737.0,18.0,755.0,,Rapla maakond,0.0,0.0238
2020-04-10,22.0,0.0,22.0,759.0,18.0,777.0,,Rapla maakond,0.0,0.0232
2020-04-11,10.0,0.0,10.0,769.0,18.0,787.0,,Rapla maakond,0.0,0.0229
2020-04-12,8.0,2.0,10.0,777.0,20.0,797.0,,Rapla maakond,0.2,0.0251
2020-04-13,33.0,1.0,34.0,810.0,21.0,831.0,,Rapla maakond,0.0294,0.0253
2020-04-14,42.0,0.0,42.0,852.0,21.0,873.0,,Rapla maakond,0.0,0.0241
2020-04-15,36.0,0.0,36.0,888.0,21.0,909.0,,Rapla maakond,0.0,0.0231
2020-04-16,28.0,0.0,28.0,916.0,21.0,937.0,,Rapla maakond,0.0,0.0224
2020-04-17,33.0,1.0,34.0,949.0,22.0,971.0,,Rapla maakond,0.0294,0.0227
2020-04-18,13.0,0.0,13.0,962.0,22.0,984.0,,Rapla maakond,0.0,0.0224
2020-04-19,13.0,0.0,13.0,975.0,22.0,997.0,,Rapla maakond,0.0,0.0221
2020-04-20,46.0,0.0,46.0,1021.0,22.0,1043.0,,Rapla maakond,0.0,0.0211
2020-04-21,64.0,1.0,65.0,1085.0,23.0,1108.0,,Rapla maakond,0.0154,0.0208
2020-04-22,63.0,0.0,63.0,1148.0,23.0,1171.0,,Rapla maakond,0.0,0.0196
2020-04-23,17.0,0.0,17.0,1165.0,23.0,1188.0,,Rapla maakond,0.0,0.0194
2020-04-24,26.0,0.0,26.0,1191.0,23.0,1214.0,,Rapla maakond,0.0,0.0189
2020-04-25,16.0,0.0,16.0,1207.0,23.0,1230.0,,Rapla maakond,0.0,0.0187
2020-04-26,12.0,0.0,12.0,1219.0,23.0,1242.0,,Rapla maakond,0.0,0.0185
2020-04-27,35.0,0.0,35.0,1254.0,23.0,1277.0,,Rapla maakond,0.0,0.018
2020-04-28,87.0,0.0,87.0,1341.0,23.0,1364.0,1.0,Rapla maakond,0.0,0.0169
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,Hiiu maakond,,
2020-03-09,1.0,0.0,1.0,1.0,0.0,1.0,,Hiiu maakond,0.0,0.0
2020-03-10,0.0,0.0,0.0,1.0,0.0,1.0,,Hiiu maakond,,0.0
2020-03-11,0.0,0.0,0.0,1.0,0.0,1.0,,Hiiu maakond,,0.0
2020-03-12,0.0,0.0,0.0,1.0,0.0,1.0,,Hiiu maakond,,0.0
2020-03-13,2.0,0.0,2.0,3.0,0.0,3.0,,Hiiu maakond,0.0,0.0
2020-03-14,0.0,0.0,0.0,3.0,0.0,3.0,,Hiiu maakond,,0.0
2020-03-15,3.0,0.0,3.0,6.0,0.0,6.0,,Hiiu maakond,0.0,0.0
2020-03-16,1.0,0.0,1.0,7.0,0.0,7.0,,Hiiu maakond,0.0,0.0
2020-03-17,2.0,1.0,3.0,9.0,1.0,10.0,,Hiiu maakond,0.3333,0.1
2020-03-18,4.0,0.0,4.0,13.0,1.0,14.0,,Hiiu maakond,0.0,0.0714
2020-03-19,5.0,0.0,5.0,18.0,1.0,19.0,,Hiiu maakond,0.0,0.0526
2020-03-20,3.0,0.0,3.0,21.0,1.0,22.0,,Hiiu maakond,0.0,0.0455
2020-03-21,3.0,0.0,3.0,24.0,1.0,25.0,,Hiiu maakond,0.0,0.04
2020-03-22,0.0,0.0,0.0,24.0,1.0,25.0,,Hiiu maakond,,0.04
2020-03-23,3.0,0.0,3.0,27.0,1.0,28.0,,Hiiu maakond,0.0,0.0357
2020-03-24,9.0,0.0,9.0,36.0,1.0,37.0,,Hiiu maakond,0.0,0.027
2020-03-25,6.0,0.0,6.0,42.0,1.0,43.0,,Hiiu maakond,0.0,0.0233
2020-03-26,5.0,1.0,6.0,47.0,2.0,49.0,,Hiiu maakond,0.1667,0.0408
2020-03-27,30.0,4.0,34.0,77.0,6.0,83.0,,Hiiu maakond,0.1176,0.0723
2020-03-28,0.0,0.0,0.0,77.0,6.0,83.0,,Hiiu maakond,,0.0723
2020-03-29,2.0,0.0,2.0,79.0,6.0,85.0,,Hiiu maakond,0.0,0.0706
2020-03-30,10.0,1.0,11.0,89.0,7.0,96.0,,Hiiu maakond,0.0909,0.0729
2020-03-31,27.0,0.0,27.0,116.0,7.0,123.0,,Hiiu maakond,0.0,0.0569
2020-04-01,5.0,0.0,5.0,121.0,7.0,128.0,,Hiiu maakond,0.0,0.0547
2020-04-02,20.0,1.0,21.0,141.0,8.0,149.0,,Hiiu maakond,0.0476,0.0537
2020-04-03,19.0,0.0,19.0,160.0,8.0,168.0,,Hiiu maakond,0.0,0.0476
2020-04-04,2.0,0.0,2.0,162.0,8.0,170.0,,Hiiu maakond,0.0,0.0471
2020-04-05,2.0,0.0,2.0,164.0,8.0,172.0,,Hiiu maakond,0.0,0.0465
2020-04-06,13.0,0.0,13.0,177.0,8.0,185.0,,Hiiu maakond,0.0,0.0432
2020-04-07,6.0,0.0,6.0,183.0,8.0,191.0,,Hiiu maakond,0.0,0.0419
2020-04-08,24.0,0.0,24.0,207.0,8.0,215.0,,Hiiu maakond,0.0,0.0372
2020-04-09,4.0,0.0,4.0,211.0,8.0,219.0,,Hiiu maakond,0.0,0.0365
2020-04-10,70.0,0.0,70.0,281.0,8.0,289.0,,Hiiu maakond,0.0,0.0277
2020-04-11,1.0,0.0,1.0,282.0,8.0,290.0,,Hiiu maakond,0.0,0.0276
2020-04-12,0.0,0.0,0.0,282.0,8.0,290.0,,Hiiu maakond,,0.0276
2020-04-13,4.0,0.0,4.0,286.0,8.0,294.0,,Hiiu maakond,0.0,0.0272
2020-04-14,28.0,0.0,28.0,314.0,8.0,322.0,,Hiiu maakond,0.0,0.0248
2020-04-15,17.0,1.0,18.0,331.0,9.0,340.0,,Hiiu maakond,0.0556,0.0265
2020-04-16,4.0,0.0,4.0,335.0,9.0,344.0,,Hiiu maakond,0.0,0.0262
2020-04-17,19.0,1.0,20.0,354.0,10.0,364.0,,Hiiu maakond,0.05,0.0275
2020-04-18,0.0,0.0,0.0,354.0,10.0,364.0,,Hiiu maakond,,0.0275
2020-04-19,0.0,0.0,0.0,354.0,10.0,364.0,,Hiiu maakond,,0.0275
2020-04-20,3.0,0.0,3.0,357.0,10.0,367.0,,Hiiu maakond,0.0,0.0272
2020-04-21,14.0,0.0,14.0,371.0,10.0,381.0,,Hiiu maakond,0.0,0.0262
2020-04-22,12.0,1.0,13.0,383.0,11.0,394.0,,Hiiu maakond,0.0769,0.0279
2020-04-23,25.0,1.0,26.0,408.0,12.0,420.0,,Hiiu maakond,0.0385,0.0286
2020-04-24,13.0,0.0,13.0,421.0,12.0,433.0,,Hiiu maakond,0.0,0.0277
2020-04-25,8.0,0.0,8.0,429.0,12.0,441.0,,Hiiu maakond,0.0,0.0272
2020-04-26,7.0,0.0,7.0,436.0,12.0,448.0,,Hiiu maakond,0.0,0.0268
2020-04-27,22.0,0.0,22.0,458.0,12.0,470.0,,Hiiu maakond,0.0,0.0255
2020-04-28,14.0,0.0,14.0,472.0,12.0,484.0,1.0,Hiiu maakond,0.0,0.0248
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,Järva maakond,,
2020-03-04,1.0,0.0,1.0,1.0,0.0,1.0,,Järva maakond,0.0,0.0
2020-03-05,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-06,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-07,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-08,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-09,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-10,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-11,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-12,0.0,0.0,0.0,1.0,0.0,1.0,,Järva maakond,,0.0
2020-03-13,3.0,0.0,3.0,4.0,0.0,4.0,,Järva maakond,0.0,0.0
2020-03-14,0.0,0.0,0.0,4.0,0.0,4.0,,Järva maakond,,0.0
2020-03-15,2.0,0.0,2.0,6.0,0.0,6.0,,Järva maakond,0.0,0.0
2020-03-16,1.0,0.0,1.0,7.0,0.0,7.0,,Järva maakond,0.0,0.0
2020-03-17,1.0,0.0,1.0,8.0,0.0,8.0,,Järva maakond,0.0,0.0
2020-03-18,6.0,0.0,6.0,14.0,0.0,14.0,,Järva maakond,0.0,0.0
2020-03-19,4.0,0.0,4.0,18.0,0.0,18.0,,Järva maakond,0.0,0.0
2020-03-20,3.0,0.0,3.0,21.0,0.0,21.0,,Järva maakond,0.0,0.0
2020-03-21,12.0,1.0,13.0,33.0,1.0,34.0,,Järva maakond,0.0769,0.0294
2020-03-22,4.0,0.0,4.0,37.0,1.0,38.0,,Järva maakond,0.0,0.0263
2020-03-23,1.0,0.0,1.0,38.0,1.0,39.0,,Järva maakond,0.0,0.0256
2020-03-24,17.0,0.0,17.0,55.0,1.0,56.0,,Järva maakond,0.0,0.0179
2020-03-25,11.0,0.0,11.0,66.0,1.0,67.0,,Järva maakond,0.0,0.0149
2020-03-26,14.0,0.0,14.0,80.0,1.0,81.0,,Järva maakond,0.0,0.0123
2020-03-27,13.0,1.0,14.0,93.0,2.0,95.0,,Järva maakond,0.0714,0.0211
2020-03-28,14.0,0.0,14.0,107.0,2.0,109.0,,Järva maakond,0.0,0.0183
2020-03-29,62.0,2.0,64.0,169.0,4.0,173.0,,Järva maakond,0.0312,0.0231
2020-03-30,103.0,0.0,103.0,272.0,4.0,276.0,,Järva maakond,0.0,0.0145
2020-03-31,76.0,0.0,76.0,348.0,4.0,352.0,,Järva maakond,0.0,0.0114
2020-04-01,21.0,2.0,23.0,369.0,6.0,375.0,,Järva maakond,0.087,0.016
2020-04-02,82.0,0.0,82.0,451.0,6.0,457.0,,Järva maakond,0.0,0.0131
2020-04-03,49.0,0.0,49.0,500.0,6.0,506.0,,Järva maakond,0.0,0.0119
2020-04-04,19.0,1.0,20.0,519.0,7.0,526.0,,Järva maakond,0.05,0.0133
2020-04-05,7.0,0.0,7.0,526.0,7.0,533.0,,Järva maakond,0.0,0.0131
2020-04-06,52.0,0.0,52.0,578.0,7.0,585.0,,Järva maakond,0.0,0.012
2020-04-07,26.0,2.0,28.0,604.0,9.0,613.0,,Järva maakond,0.0714,0.0147
2020-04-08,87.0,0.0,87.0,691.0,9.0,700.0,,Järva maakond,0.0,0.0129
2020-04-09,27.0,1.0,28.0,718.0,10.0,728.0,,Järva maakond,0.0357,0.0137
2020-04-10,28.0,0.0,28.0,746.0,10.0,756.0,,Järva maakond,0.0,0.0132
2020-04-11,16.0,0.0,16.0,762.0,10.0,772.0,,Järva maakond,0.0,0.013
2020-04-12,9.0,0.0,9.0,771.0,10.0,781.0,,Järva maakond,0.0,0.0128
2020-04-13,32.0,0.0,32.0,803.0,10.0,813.0,,Järva maakond,0.0,0.0123
2020-04-14,24.0,0.0,24.0,827.0,10.0,837.0,,Järva maakond,0.0,0.0119
2020-04-15,25.0,0.0,25.0,852.0,10.0,862.0,,Järva maakond,0.0,0.0116
2020-04-16,45.0,0.0,45.0,897.0,10.0,907.0,,Järva maakond,0.0,0.011
2020-04-17,27.0,0.0,27.0,924.0,10.0,934.0,,Järva maakond,0.0,0.0107
2020-04-18,26.0,0.0,26.0,950.0,10.0,960.0,,Järva maakond,0.0,0.0104
2020-04-19,16.0,0.0,16.0,966.0,10.0,976.0,,Järva maakond,0.0,0.0102
2020-04-20,59.0,1.0,60.0,1025.0,11.0,1036.0,,Järva maakond,0.0167,0.0106
2020-04-21,38.0,0.0,38.0,1063.0,11.0,1074.0,,Järva maakond,0.0,0.0102
2020-04-22,66.0,1.0,67.0,1129.0,12.0,1141.0,,Järva maakond,0.0149,0.0105
2020-04-23,18.0,0.0,18.0,1147.0,12.0,1159.0,,Järva maakond,0.0,0.0104
2020-04-24,29.0,0.0,29.0,1176.0,12.0,1188.0,,Järva maakond,0.0,0.0101
2020-04-25,13.0,0.0,13.0,1189.0,12.0,1201.0,,Järva maakond,0.0,0.01
2020-04-26,9.0,0.0,9.0,1198.0,12.0,1210.0,,Järva maakond,0.0,0.0099
2020-04-27,55.0,0.0,55.0,1253.0,12.0,1265.0,,Järva maakond,0.0,0.0095
2020-04-28,21.0,0.0,21.0,1274.0,12.0,1286.0,1.0,Järva maakond,0.0,0.0093
